;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;country.cepal;CepalGastos;
131;PAN;2006;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3593;0;0.0156;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;55.06;76.141;18141666302;0.127248922;36.04;43.07707977;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;43;Panama;1;9;57.97472382;78.80167389;71.2;NA;7.53;7.550664732;73.7;65.6;70;81.3;Panama;2.470036151;PANAMA;2.39;10
132;PAN;2007;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3413;0;0.018;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;52.97;76.31446341;2.10E+10;0.119625129;35.749;43.22060013;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;43;Panama;1;9;58.41186905;79.62228394;76.2;NA;7.59;7.630884278;72.7;64.6;60;83;Panama;2.474931142;PANAMA;3.8;10
133;PAN;2008;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.1035;0;0.2378;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;52.63;76.49358537;24522200000;0.112349326;35.46;43.38415146;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;44;Panama;1;9;59.54394913;79.25534058;76.2;NA;7.28;7.319214432;73;64.7;70;83;Panama;2.662450155;PANAMA;5.27;10
134;PAN;2009;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3166;0;-0.2131;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;52.03;76.67695122;26593500000;0.16034424;35.172;43.36943817;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;44;Panama;1;9;60.51938248;80.93141937;76.2;NA;7.29;7.329268298;74.5;64.7;70;82.6;Panama;2.964362723;PANAMA;5.76;10
135;PAN;2010;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3507;0;-0.0342;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;51.91;76.86363415;28917200000;0.257356101;34.885;44.36479187;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;44;Panama;1;9;58.81393433;81.52353668;75.8;NA;7.21;7.24883737;75.9;64.8;70;82.6;Panama;2.509433756;PANAMA;6.84;10
136;PAN;2011;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3393;0;0.0115;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;51.83;77.05168293;34373820485;0.316676439;34.595;42.35271072;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;44;Panama;1;10;58.68896484;80.2479248;75.8;NA;7.12;7.158352576;75.1;64.9;70;82.6;Panama;2.108830364;PANAMA;7.31;10
137;PAN;2012;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3798;0;-0.0406;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;51.9;77.23704878;39954761233;0.332342338;34.302;44.1498909;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;46;Panama;1;12;57.71053314;80.07981873;74.8;NA;7.33;7.369483762;74.4;65.2;70;84.6;Panama;2.290883845;PANAMA;7.4;10
138;PAN;2013;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3589;0;0.0209;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;51.66;77.41921951;44856189494;0.271881027;34.006;38.73934937;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;48;Panama;1;13;57.70318604;80.86803436;74.8;NA;7.37;7.409699226;72.5;62.5;70;86.2;Panama;2.696646869;PANAMA;8.51;10
139;PAN;2014;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3547;0;0.0042;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;50.7;77.59514634;49165773079;0.130595785;33.708;NA;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;50;Panama;1;13;NA;NA;74.2;NA;7.47;7.510237885;73;63.4;70;84.3;Panama;2.707883475;PANAMA;6.83;10
140;PAN;2015;Panama;PAN;142;15;7;1;0.06;5;2;1;0.17;5;2;0;0;3;1;5;0.63;25;12;7;0.47;0.4;0.4;0.33;0.22;0.48;-0.3432;0;0.0115;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;PA;Panama;NA;NA;52132289747;0.186495879;33.408;NA;Latin America & Caribbean (all income levels);Panama City;-79.5188;8.99427;Upper middle income;IBRD;Panama;49;Panama;1;11;NA;NA;78.4;NA;NA;NA;71.5;64.1;70;84.5;Panama;2.649694198;PANAMA;6.25;10
141;PER;2006;Peru;PER;41;15;7;1;0.06;6;1;0;0;5;1;0;0;8;4;0;0;31;13;1;0.47;0.17;0.2;0.5;0.03;0.42;-0.2127;0;0.1459;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;51.67;72.74343902;88643193062;12.68352287;24.579;34.32350922;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;39;Peru;1;11;41.68027496;66.66625214;67.2;NA;7.42;7.329608494;65.6;60.5;70;80.3;Peru;1.988347804;PERU;2.06;10
142;PER;2007;Peru;PER;41;15;7;1;0.06;6;1;0;0;5;1;0;0;8;4;0;0;31;13;1;0.47;0.17;0.2;0.5;0.03;0.42;-0.2662;0;-0.0536;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;51.35;72.99695122;1.02171E+11;13.50102959;24.197;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;42;Peru;1;11;44.28059769;70.93321991;72.6;NA;7.4;7.309852137;65.2;62.7;60;80.2;Peru;2.193327952;PERU;2.26;10
143;PER;2008;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.2022;0.0968;0.0641;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;48.55;73.22502439;1.20551E+11;11.3208085;23.818;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;44;Peru;1;11;43.73670578;73.96131897;73.4;NA;7.52;7.428390279;65.7;63.8;60;80.2;Peru;2.727656082;PERU;2.52;10
144;PER;2009;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.3408;0;-0.1387;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;47.96;73.43614634;1.20823E+11;8.158022704;23.448;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;44;Peru;1;11;43.21556091;74.18022919;79.4;NA;7.52;7.428390279;65.1;64.6;60;79.7;Peru;2.855963501;PERU;3.97;10
145;PER;2010;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.2498;0;0.0911;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;46.21;73.63980488;1.47492E+11;11.10188608;23.085;40.51279068;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;44;Peru;1;11;42.85303879;75.51295471;85;NA;7.6;7.507415708;65.8;67.6;60;79.5;Peru;2.613522866;PERU;4.54;10
146;PER;2011;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.2486;0;0.0011;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;45.48;73.84497561;1.71724E+11;13.17645499;22.731;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;43;Peru;1;11;42.77838516;76.1426239;86;NA;7.59;7.497537529;71.9;68.6;60;79.4;Peru;2.617560852;PERU;4.31;10
147;PER;2012;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.3934;0;-0.1447;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;45.11;74.05765854;1.92605E+11;11.04293391;22.384;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;44;Peru;1;11;42.93218613;73.63931274;85;NA;7.53;7.438268457;72;68.7;60;79.7;Peru;2.483423306;PERU;4.41;10
148;PER;2013;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.4361;0;-0.0428;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;44.73;74.28385366;2.01151E+11;9.16299114;22.046;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;43;Peru;1;12;42.79801941;72.29792023;85;NA;7.34;7.250583065;72.3;68.2;60;79.9;Peru;2.538461307;PERU;4.72;10
149;PER;2014;Peru;PER;41;15;8;1;0.06;6;1;0;0;5;2;0;0;8;5;0;0;31;16;1;0.53;0.17;0.4;0.63;0.03;0.52;-0.5919;0;-0.1558;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;44.14;74.52553659;2.01021E+11;8.122219289;21.715;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;44;Peru;1;12;NA;NA;87;NA;7.35;7.260461243;70.6;67.4;60;79.1;Peru;2.470452454;PERU;4.84;10
150;PER;2015;Peru;PER;41;15;11;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;23;1;0.73;0.5;0.4;0.88;0.03;0.74;-0.597;0.2258;-0.0051;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PE;Peru;NA;NA;1.89111E+11;6.291385326;21.391;NA;Latin America & Caribbean (all income levels);Lima;-77.0465;-12.0931;Upper middle income;IBRD;Peru;47;Peru;1;12;NA;NA;87;NA;NA;NA;67.7;67.7;60;78.6;Peru;2.799111569;PERU;4.87;10
151;PRY;2006;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-1.1875;0;0.215;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;53.63;71.49185366;10646157920;2.304897026;42.422;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;57;Paraguay;2;18;44.29457092;58.61324692;74.6;NA;6.45;6.328572584;50;55.6;50;90.1;Paraguay;1.552215764;PARAGUAY;3.49;10
152;PRY;2007;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-1.249;0;-0.0615;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;52.09;71.69482927;13794910634;2.131711376;42.194;29.05051994;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;60;Paraguay;2;18;45.19503784;57.66296768;77.4;NA;6.41;6.289325622;49.3;58.3;60;96.7;Paraguay;1.54838941;PARAGUAY;3.11;10
153;PRY;2008;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-1.0068;0;0.2422;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;51.04;71.89882927;18504130753;1.834563159;41.966;34.48931122;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;60;Paraguay;2;18;45.14596939;55.95975876;78.4;NA;6.54;6.416878248;58.5;60;60;96.6;Paraguay;1.45068103;PARAGUAY;2.45;10
154;PRY;2009;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.8272;0;0.1796;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;49.67;72.10231707;15929902138;2.127442525;41.74;37.14395905;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;59;Paraguay;2;18;45.79460144;57.9186821;83.6;NA;6.6;6.47574869;61.7;61;60;96.6;Paraguay;1.573410388;PARAGUAY;4.03;10
155;PRY;2010;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.7408;0;0.0864;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;51.83;72.30129268;20030528043;2.638991547;41.513;35.08084869;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;59;Paraguay;2;18;46.2148056;57.62672806;83.5;NA;6.75;6.622924797;60.9;61.3;60;96.6;Paraguay;1.699568372;PARAGUAY;3.3;10
156;PRY;2011;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.713;0;0.0278;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;52.6;72.48719512;25099681461;1.919274438;41.286;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;60;Paraguay;2;18;48.08395767;56.85995865;83;NA;6.81;6.681795239;61.7;62.3;60;97.6;Paraguay;1.777773706;PARAGUAY;3.77;10
157;PRY;2012;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.8456;0;-0.1326;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;48.17;72.654;24595319574;2.04034952;41.06;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;60;Paraguay;2;18;48.27883911;59.22724533;82.7;NA;6.91;6.779912643;59.8;61.8;60;96.9;Paraguay;1.859185825;PARAGUAY;4.67;10
158;PRY;2013;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-1.0453;0;-0.1997;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;48.3;72.79917073;28965906502;1.877287044;40.826;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;61;Paraguay;2;18;49.22356033;59.33892059;82.7;NA;6.94;6.809347865;59.1;61.1;60;95.9;Paraguay;1.713446942;PARAGUAY;3.77;10
159;PRY;2014;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.9978;0;0.0476;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;51.67;72.92170732;30881166852;2.091562453;40.584;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;59;Paraguay;2;18;NA;NA;81.1;NA;6.88;6.750477422;58;62;60;96.2;Paraguay;1.648501111;PARAGUAY;3.65;10
160;PRY;2015;Paraguay;PRY;148;10;1;6;0.38;6;0;0;0;3;0;2;0.4;8;0;0;0;24;1;8;0.1;0;0;0;0.25;0.04;-0.9403;0;0.0575;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;South America;Developing;PY;Paraguay;NA;NA;27093938619;2.197585863;40.334;NA;Latin America & Caribbean (all income levels);Asuncion;-57.6362;-25.3005;Lower middle income;IBRD;Paraguay;59;Paraguay;2;18;NA;NA;81.4;NA;NA;NA;58.4;61.1;60;96;Paraguay;1.951998959;PARAGUAY;4.12;10
161;SLV;2006;El Salvador;SLV;133;13;0;3;0.19;6;1;0;0;5;0;0;0;5;0;3;0.38;26;1;6;0;0.17;0;0;0.19;0.04;-0.1952;0;0.2175;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;45.44;70.47917073;18550700000;0.468675298;37.813;23.27095985;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;43;El Salvador;1;14;51.69136429;66.00545502;76.4;NA;7.56;7.793804265;57.9;69.6;70;86.2;El.Salvador;2.956913366;EL SALVADOR;2.67;10
162;SLV;2007;El Salvador;SLV;133;13;0;3;0.19;6;1;0;0;5;0;0;0;5;0;3;0.38;26;1;6;0;0.17;0;0;0.19;0.04;-0.2968;0;-0.1016;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;45.24;70.78046341;20104900000;0.478726389;37.277;24.34089088;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;42;El Salvador;1;14;52.20394516;66.88973236;76.6;NA;7.62;7.855659855;60.2;68.9;70;83.5;El.Salvador;3.106737542;EL SALVADOR;2.64;10
163;SLV;2008;El Salvador;SLV;133;13;0;3;0.19;6;2;0;0;5;2;0;0;5;0;3;0.38;26;4;6;0;0.33;0.4;0;0.19;0.15;-0.289;0.1154;0.0078;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;46.65;71.08078049;2.14E+10;0.496769054;36.748;25.17845917;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;42;El Salvador;1;14;54.00839233;66.3499527;76.6;NA;7.52;7.752567206;59.5;68.5;70;83.4;El.Salvador;3.154151929;EL SALVADOR;2.82;10
164;SLV;2009;El Salvador;SLV;133;13;0;3;0.19;6;2;0;0;5;2;0;0;5;0;3;0.38;26;4;6;0;0.33;0.4;0;0.19;0.15;-0.1935;0;0.0956;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;45.93;71.37814634;2.07E+10;0.491622575;36.227;25.73414993;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;42;El Salvador;1;14;53.29064941;64.09962463;81.8;NA;7.39;7.618546762;67.3;69.8;70;85.7;El.Salvador;3.049963875;EL SALVADOR;2.92;10
165;SLV;2010;El Salvador;SLV;133;13;0;3;0.19;6;2;0;0;5;2;0;0;5;0;3;0.38;26;4;6;0;0.33;0.4;0;0.19;0.15;-0.2303;0;-0.0368;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;44.53;71.67060976;21418300000;0.886071866;35.714;26.3590107;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;43;El Salvador;1;14;52.07725143;62.22357941;83.8;NA;7.21;7.432979993;67.4;69.9;70;85.7;El.Salvador;2.986016611;EL SALVADOR;3.19;10
166;SLV;2011;El Salvador;SLV;133;13;0;3;0.19;6;2;0;0;5;2;0;0;5;0;3;0.38;26;4;6;0;0.33;0.4;0;0.19;0.15;-0.2125;0;0.0178;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;42.43;71.95617073;2.31E+10;0.717897436;35.21;27.59089088;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;42;El Salvador;1;14;48.43203354;60.24811172;85;NA;7.15;7.371124404;65.5;68.8;70;85.8;El.Salvador;2.8814839;EL SALVADOR;3.1;10
167;SLV;2012;El Salvador;SLV;133;13;0;3;0.19;6;2;0;0;5;2;0;0;5;0;3;0.38;26;4;6;0;0.33;0.4;0;0.19;0.15;-0.3867;0;-0.1743;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;41.8;72.23185366;23813600000;0.699648336;34.713;28.62896919;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;40;El Salvador;1;14;49.1664505;59.10500336;79;NA;7.19;7.412361463;63.2;68.7;70;85.5;El.Salvador;2.665721176;EL SALVADOR;3.31;10
168;SLV;2013;El Salvador;SLV;133;13;0;3;0.19;6;3;0;0;5;2;0;0;5;0;3;0.38;26;5;6;0;0.5;0.4;0;0.19;0.19;-0.3525;0.0385;0.0343;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;43.51;72.49814634;24350900000;0.783471914;34.225;29.16847992;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;41;El Salvador;1;14;49.26513672;61.01286697;79;NA;7.26;7.484526318;61.8;66.7;70;85.7;El.Salvador;3.047684613;EL SALVADOR;3;10
169;SLV;2014;El Salvador;SLV;133;13;0;3;0.19;6;3;0;0;5;2;0;0;5;0;3;0.38;26;5;6;0;0.5;0.4;0;0.19;0.19;-0.3924;0;-0.0399;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;41.84;72.75456098;25054200000;0.975478192;33.745;28.85296059;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;39;El Salvador;1;14;NA;NA;79;NA;7.4;7.628856026;59.6;66.2;70;79.6;El.Salvador;3.613887002;EL SALVADOR;2.77;10
170;SLV;2015;El Salvador;SLV;133;13;0;3;0.19;6;3;0;0;5;2;0;0;5;0;3;0.38;26;5;6;0;0.5;0.4;0;0.19;0.19;-0.4346;0;-0.0421;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;SV;El Salvador;NA;NA;25850200000;0.912326809;33.274;NA;Latin America & Caribbean (all income levels);San Salvador;-89.2073;13.7034;Lower middle income;IBRD;El Salvador;39;El Salvador;1;13;NA;NA;85.2;NA;NA;NA;53.3;65.7;70;79.4;El.Salvador;3.418147907;EL SALVADOR;2.62;10
171;URY;2006;Uruguay;URY;48;15;0;1;0.06;6;2;0;0;5;2;0;0;8;0;0;0;31;4;1;0;0.33;0.4;0;0.03;0.13;1.0358;0;-0.0034;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;47.2;75.79641463;19579457966;1.097325711;6.447;46.03178024;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;28;Uruguay;1;10;52.56243896;65.60085297;76.4;NA;7.02;6.996544837;63.9;65.3;30;86.1;Uruguay;5.050253933;URUGUAY;1.41;10
172;URY;2007;Uruguay;URY;48;15;0;1;0.06;6;2;0;0;5;2;0;0;8;0;0;0;31;4;1;0;0.33;0.4;0;0.03;0.13;1.1657;0;0.1299;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;47.63;75.95102439;23410572634;1.287444975;6.221;63.72937012;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;30;Uruguay;1;10;52.38111496;67.02534485;81.6;NA;7.09;7.066310954;62.2;68.4;30;86.2;Uruguay;4.831693008;URUGUAY;1.55;10
173;URY;2008;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.2293;0.5806;0.0636;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;46.27;76.10107317;30366213119;1.582500243;6.002;64.60523987;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;30;Uruguay;1;9;53.86412048;66.82180023;83;NA;7.14;7.116143894;60.8;67.9;30;85.9;Uruguay;5.038001688;URUGUAY;1.83;10
174;URY;2009;Uruguay;URY;48;15;10;1;0.06;6;3;0;0;5;2;0;0;8;7;0;0;31;22;1;0.67;0.5;0.4;0.88;0.03;0.71;1.1947;0;-0.0346;Latin America & Caribbean;High income;Americas;Latin America and the Caribbean;South America;Developing;UY;Uruguay;46.28;76.24858537;31660911277;1.371479583;5.791;63.23542023;Latin America & Caribbean (all income levels);Montevideo;-56.0675;-34.8941;Upper middle income;IBRD;Uruguay;26;Uruguay;1;8;54.14325333;67.1338501;83.4;NA;7.07;7.046377777;65.6;69.1;30;82.2;Uruguay;5.194446984;URUGUAY;1.57;10
